gene	s15v24hpf_mean_expression	s15v24hpf_log2_change	s24vMel_mean_expression	s24vMel_log2_change	s24vIri_mean_expression	s24vIri_log2_change	MelvIri_mean_expression	MelvIri_log2_change	genename	type	s15_Rep1	s15_Rep2	s24_Rep1	s24_Rep2	Mel_Rep1	Mel_Rep2	Iri_Rep1	Iri_Rep2	s15	s24	Mel	Iri	s15_Rep1_zscore	s15_Rep2_zscore	s24_Rep1_zscore	s24_Rep2_zscore	Mel_Rep1_zscore	Mel_Rep2_zscore	Iri_Rep1_zscore	Iri_Rep2_zscore
ENSDARG00000000018	0	0	2083.1365564926	1.98573097500008	2083.1365564926	2.3150291719852	0	0	nrf1	TF	20.877337	17.70706	19.46246	17.865152	5.426385	11.369233	5.273164	5.579937	19.2921985	18.663806	8.397809	5.4265505	0.0922041659201507	0.0715003037457169	0.0704921227815071	0.0665861669017027	-0.0428653952090674	0.00561578606806607	-0.0457125818657133	-0.0397730453849761
ENSDARG00000000019	0	0	3638.35954055013	-2.12605098176426	3638.35954055013	-3.45133016974563	0	0	ube2h	other	16.942144	26.60198	3.8754	3.277831	16.434124	38.674408	57.232628	79.26812	21.772062	3.5766155	27.554266	68.250374	0.0488173268811572	0.174435816035539	-0.0533538104903243	-0.0667223358381717	0.0280354540457452	0.223842049743574	0.222519367307593	0.299259542461942
ENSDARG00000000103	0	0	11182.854151658	2.10988883963379	0	0	0	0	myh10	other	39.55769	37.577873	34.73909	28.256077	8.386499	14.330399	19.124466	33.502846	38.5677815	31.4975835	11.358449	26.313656	0.298161400750203	0.301453166252661	0.19187155543901	0.16154525183802	-0.0237993003015609	0.0292817831657938	0.0257924231522005	0.0886977041039072
ENSDARG00000000189	0	0	3132.63605645049	-3.29387237535868	3132.63605645049	-1.95469448180996	0	0	sema6e	other	2.294774	2.920198	1.358065	1.462167	16.262136	32.447105	7.552036	9.893154	2.607486	1.410116	24.3546205	8.722595	-0.11267490095483	-0.0996190784554618	-0.0733551258399056	-0.0833150638187716	0.0269276793009374	0.17407269040179	-0.0339482904081172	-0.0199283286078598
ENSDARG00000000241	0	0	1274.73772591943	-2.74818246126878	0	0	1274.73772591943	2.15860733335258	slc40a1	other	4.313918	4.023172	2.607708	1.647241	19.163559	25.170223	6.349501	3.573156	4.168545	2.1274745	22.166891	4.9613285	-0.0904131527446279	-0.0868550295677422	-0.0634261717208087	-0.0816237362723304	0.0456157454648831	0.115914968648769	-0.0401561740575545	-0.0490060611545741
ENSDARG00000000370	0	0	0	0	1524.0741995373	2.32318379565072	0	0	triob	other	4.488217	10.385674	3.096799	2.460287	0.49688	2.708465	0.497421	0.422303	7.4369455	2.778543	1.6026725	0.459862	-0.0884914470855516	-0.0132256542821837	-0.0595401321886677	-0.0741935888916946	-0.0746163379690516	-0.063602120105412	-0.0703665477657613	-0.063502847518749
ENSDARG00000000442	0	0	0	0	742.065799620113	2.17544994985772	0	0	slc39a13	other	13.630383	16.14694	10.530818	8.929276	4.4728	3.692499	2.337277	3.484891	14.8886615	9.730047	4.0826495	2.911084	0.0123040373315427	0.0534459815670354	-0.000473635940143184	-0.0150757263430664	-0.0490074363981482	-0.0557376012678779	-0.0608686021926853	-0.0494121603437251
ENSDARG00000000472	771.210136341876	-2.87423894794594	771.210136341876	4.64035323663982	771.210136341876	7.20188037737854	771.210136341876	2.56152714073872	cntn2	other	3.179814	2.622273	9.929515	10.600067	0.063499	1.252529	0.029025	0.046872	2.9010435	10.264791	0.658014	0.0379485	-0.102917034435177	-0.103066783718572	-0.00525124834518634	0.000193057184851955	-0.0774077450828013	-0.0752381368469514	-0.072784562933604	-0.0652301711995074
ENSDARG00000000551	0	0	0	0	735.793496135668	1.88146293449641	735.793496135668	2.49159919282212	slc1a4	other	8.433508	7.848981	4.97754	3.790518	10.009047	7.791285	1.682595	1.339966	8.1412445	4.384029	8.900166	1.5112805	-0.0449932741677329	-0.0425812632676503	-0.0445968315028682	-0.0620370659147775	-0.0133484682863126	-0.0229796074302453	-0.0642482873439539	-0.0592807640177708
ENSDARG00000000567	0	0	1324.91466488362	3.03166542523769	1324.91466488362	3.21702373466077	0	0	znf281a	TF	13.292244	9.695467	9.096994	8.866101	1.110469	2.267809	1.421489	1.459933	11.4938555	8.9815475	1.689139	1.440711	0.00857594003979461	-0.0212130011195945	-0.0118659877645123	-0.0156530609105714	-0.0706642110887348	-0.0671238961953361	-0.0655962029290886	-0.0587288068272097
ENSDARG00000000690	0	0	2244.66079756833	-3.1245150712274	2244.66079756833	-2.41029243260865	0	0	sypl2b	other	9.678817	5.869541	4.10053	3.545931	61.050339	36.683132	25.082722	43.936672	7.774179	3.8232305	48.8667355	34.509697	-0.0312633195919828	-0.0654881213896982	-0.0515650552691673	-0.0642722622719179	0.31540850440925	0.207927530923361	0.0565509125113968	0.136702782881931
ENSDARG00000000729	0	0	764.855500375431	1.9775310086679	764.855500375431	2.31723937728732	0	0	daxx	Cofactor	13.980886	9.624968	4.657491	7.217697	1.252225	3.306417	1.973752	1.164617	11.802927	5.937594	2.279321	1.5691845	0.0161684519215474	-0.0220288432722974	-0.0471397592325181	-0.0307172573555814	-0.069751160662397	-0.0588232153440509	-0.0627452385514288	-0.0600875287231289
ENSDARG00000000730	0	0	646.25125777491	-4.07848612244941	646.25125777491	-2.3043884036471	0	0	slc6a22.1	other	1.851614	3.292424	0.346752	0.25813	7.899778	11.72259	4.164528	1.088625	2.572019	0.302441	9.811184	2.6265765	-0.117560890431971	-0.0953115328004597	-0.081390445028703	-0.0943183432909523	-0.0269342703667261	0.00843985798313662	-0.0514357278012391	-0.0604371609622039
ENSDARG00000000767	217.966136023023	4.95301144691675	0	0	0	0	0	0	spi1b	TF	12.346607	9.951823	0.134609	0.157157	0.72576	2.595382	0.876805	0.646573	11.149215	0.145883	1.660571	0.761689	-0.00185002898086502	-0.018246348672066	-0.0830760129178422	-0.0952411007628111	-0.073142121840068	-0.0645058931292149	-0.0684080420004754	-0.0624710017684416
ENSDARG00000000796	0	0	4545.5257160225	-3.09493375851681	0	0	4545.5257160225	2.58859263855547	nr4a1	TF	22.167023	21.44652	8.70429	5.52843	51.803909	159.042038	24.238678	7.747963	21.8067715	7.11636	105.4229735	15.9933205	0.106423391989328	0.114774805459875	-0.0149861908932345	-0.0461548866843581	0.255852246800382	1.18583471825333	0.0521936780466988	-0.0297981561235676
ENSDARG00000000943	0	0	1314.73440414992	3.41865219297822	1314.73440414992	6.73366408081155	1314.73440414992	3.31501188783332	dzip1	other	10.824745	11.20246	16.251736	12.390726	0.596443	3.393275	0.264117	0.08152	11.0136025	14.321231	1.994859	0.1728185	-0.0186290742865363	-0.00377348547783756	0.0449815319286928	0.0165572730821837	-0.0739750526647437	-0.0581290356945769	-0.071570940225813	-0.065070758921643
ENSDARG00000001014	0	0	18561.450527599	1.65936201687051	0	0	0	0	myh9b	other	68.829155	80.348656	89.106056	70.333916	24.856253	45.533115	26.003054	55.775902	74.5889055	79.719986	35.194684	40.889478	0.620889241644037	0.796413487328267	0.623840614609112	0.546080130834616	0.0822823887372006	0.278657666279818	0.0613019708796387	0.191173996875834
ENSDARG00000001057	0	0	5748.71912596698	2.45254482199028	5748.71912596698	2.40651598938468	0	0	bysl	other	134.574127	123.985191	101.793434	113.550934	23.880526	25.778772	17.319946	41.57402	129.279659	107.672184	24.829649	29.446983	1.34574988197022	1.30139263101677	0.724647320247154	0.941025574378513	0.0759977309213811	0.120778565916813	0.0164768937055877	0.125832437201923
ENSDARG00000001241	0	0	5584.60621766452	2.48521117117621	5584.60621766452	2.68203905790441	0	0	puf60b	Cofactor	72.064331	54.362125	59.645378	61.304939	14.034944	16.323044	13.442978	14.524484	63.213228	60.4751585	15.178994	13.983731	0.656558155563841	0.495687131034972	0.389762785837624	0.463567419614868	0.0125823351522866	0.0452072431997135	-0.00353729819451603	0.00137999697635317
ENSDARG00000001313	685.274976716497	2.0740201037086	0	0	685.274976716497	2.0633303071168	0	0	g2e3	other	21.609961	14.199565	1.854708	1.897356	1.426249	1.925509	0.8801	0.473119	17.904763	1.876032	1.675879	0.6766095	0.100281594286206	0.0309101922349905	-0.0694090824014431	-0.0793380214270354	-0.0686302720411534	-0.0698595992280443	-0.0683910321199938	-0.0632690477521836
ENSDARG00000001437	0	0	0	0	873.407805926204	3.24875000579532	873.407805926204	4.88701123273803	slc2a1a	other	16.027525	7.232551	4.451194	3.990499	10.437474	35.424423	0.925371	0.449946	11.630038	4.2208465	22.9309485	0.6876585	0.0387333418428109	-0.0497148336472395	-0.0487788781231992	-0.060209508429313	-0.0105889698876231	0.19786777623859	-0.0681573282355383	-0.0633756646049587
ENSDARG00000001442	0	0	1014.77176564491	-3.64669002207384	1014.77176564491	-5.19868413216967	0	0	inppl1b	other	0.215926	0.439564	0.175565	0.23456	2.462887	5.756977	11.651853	9.179906	0.327745	0.2050625	4.109932	10.4158795	-0.135594906037817	-0.128325950646954	-0.0827505997839297	-0.0945337414034349	-0.0619532864612981	-0.0392380432031417	-0.0127836782180482	-0.0232099173968877
ENSDARG00000001447	0	0	0	0	560.741480452198	1.82707963488154	0	0	mier1b	TF	7.965264	4.746806	2.425961	2.790037	1.653204	2.743792	0.776757	1.345147	6.356035	2.607999	2.198498	1.060952	-0.0501558232622689	-0.0784808523407033	-0.0648702302433495	-0.0711801172077251	-0.0671684548375818	-0.063319782445358	-0.0689245228874008	-0.0592569267108089
ENSDARG00000001549	0	0	681.031549313177	3.63692671665993	681.031549313177	2.77183036130644	0	0	sp3a	TF	6.590063	5.16362	10.920905	7.964681	0.331947	1.863008	0.607966	2.700693	5.8768415	9.442793	1.0974775	1.6543295	-0.0653178812434818	-0.0736573168148559	0.00262577399169828	-0.0238908278411666	-0.0756786714573496	-0.0703591147852961	-0.0697958778908495	-0.0530201835911483
ENSDARG00000001558	0	0	1984.43687558144	2.98323962695729	1984.43687558144	3.70414216627496	0	0	kifc1	other	41.869225	28.628344	13.279374	16.335979	2.433388	3.60609	2.004339	1.280912	35.2487845	14.8076765	3.019739	1.6426255	0.323646859018196	0.197885697139097	0.0213648302600185	0.0526115815024891	-0.0621432895266113	-0.056428192455004	-0.062587338334649	-0.0595524660685964
ENSDARG00000001634	0	0	0	0	1154.55994345189	1.69993790281534	0	0	kirrel1a	other	7.962148	9.950461	3.853075	3.773488	1.635573	3.339458	1.206259	1.567736	8.9563045	3.8132815	2.4875155	1.3869975	-0.0501901782203219	-0.0182621102716913	-0.0535311922711279	-0.0621926972196387	-0.0672820161123551	-0.0585591476726991	-0.0667072914195429	-0.0582328150876975
ENSDARG00000001676	0	0	0	0	2733.60164886348	-1.89735406135187	0	0	gpm6bb	other	1.332712	0.967893	1.599957	2.244545	1.274951	3.998481	4.839563	7.310713	1.1503025	1.922251	2.636716	6.075138	-0.123281961177678	-0.122211919686297	-0.0714331892790026	-0.0761651807280644	-0.0696047824915333	-0.0532921560871765	-0.0479509737281369	-0.0318099033671666
ENSDARG00000001721	0	0	1570.44222793726	7.00073218432247	1570.44222793726	3.97851741393363	1570.44222793726	-3.02221477038884	oc90	other	33.819138	24.332054	9.829183	14.119712	0	0.087801	0.986837	0.932974	29.075596	11.9744475	0.0439005	0.9599055	0.234891916396858	0.14816733968387	-0.00604842947986019	0.032357880672721	-0.077816742155391	-0.0845467840040653	-0.0678400204013412	-0.0611532969718401
ENSDARG00000001754	1627.49647590472	1.7830549344385	0	0	0	0	0	0	noc2l	Cofactor	10.151135	6.749526	0.842338	0.978617	0.859726	1.65254	1.45268	1.029014	8.4503305	0.9104775	1.256133	1.240847	-0.0260558532641002	-0.0553045889034747	-0.0774527999124043	-0.0877340607339602	-0.0722792468053974	-0.0720412005167831	-0.0654351846644148	-0.0607114257190666
ENSDARG00000001769	0	0	0	0	1560.17871882709	2.00938059897522	0	0	ptpra	other	7.638865	11.06865	6.594785	7.004748	0.680867	5.602593	2.107204	2.44676	9.3537575	6.7997665	3.14173	2.276982	-0.0537544830676428	-0.00532198742046337	-0.0317471205019352	-0.0326633249268615	-0.0734312776626758	-0.040471898818104	-0.0620563151614363	-0.0541885060904252
ENSDARG00000001777	0	0	4815.61580032043	2.86542754858423	4815.61580032043	3.26169414851976	0	0	nup155	other	24.914204	22.373522	23.403652	26.757458	2.930449	7.772429	4.064215	3.973759	23.643863	25.080555	5.351439	4.018987	0.136711995333047	0.125502437160182	0.101806597829622	0.147849888921997	-0.0589417195192332	-0.023130306864615	-0.0519535767058664	-0.0471629234049401
ENSDARG00000001859	0	0	132.997168939874	3.24565871826099	132.997168939874	6.26807932951951	0	0	dbx1b	TF	9.536866	3.735775	3.02006	2.670671	0.237356	0.599862	0	0.076978	6.6363205	2.8453655	0.418609	0.038489	-0.0328283775671378	-0.0901809006745715	-0.0601498567341142	-0.0722709619720275	-0.0762879321085934	-0.0804543305111305	-0.0729343995894394	-0.0650916562480705
ENSDARG00000001873	0	0	0	0	19823.9445379059	-3.01826247866881	19823.9445379059	-2.59233200911792	phgdh	other	33.64394	24.075417	32.277206	39.229534	79.698448	33.168354	290.095001	653.801147	28.8596785	35.75337	56.433401	471.948074	0.232960298957522	0.145197435393835	0.172310822267585	0.261827896098087	0.43552097846921	0.179836999711278	1.42463200262868	2.94263343251068
ENSDARG00000001879	4830.42253350832	1.95011335264762	4830.42253350832	-2.0784380061273	4830.42253350832	-1.61580880630618	0	0	nav2b	other	15.964307	26.298389	2.190405	2.314046	9.030546	25.160973	11.409098	11.552345	21.131348	2.2522255	17.0957595	11.4807215	0.0380363419268304	0.170922541592196	-0.0667418245438642	-0.0755300350252363	-0.0196509934367257	0.11584104152913	-0.0140368598679121	-0.0122945426253459
ENSDARG00000001889	5829.25930991474	-2.15960430676774	5829.25930991474	3.14160951950671	5829.25930991474	6.41939966821424	5829.25930991474	3.27779014870754	tuba1a	other	225.445633	162.88649	513.061035	417.561432	92.04615	61.773067	24.897013	30.415232	194.1660615	465.3112335	76.9096085	27.6561225	2.34763909148369	1.75157376151649	3.99234628787236	3.71927281426469	0.515052529693794	0.408449328381584	0.0555922211929293	0.0744918745926493
ENSDARG00000001909	522.740586738004	-4.82729729347176	0	0	0	0	0	0	vill	other	0.133532	0.119724	3.230083	2.207243	2.831787	8.313622	2.963324	0.330596	0.126628	2.718663	5.5727045	1.64696	-0.136503327865101	-0.13202726490844	-0.0584811331618979	-0.0765060708592408	-0.0595772014823483	-0.0188050269014821	-0.0576367403881813	-0.0639247830349725
ENSDARG00000001939	0	0	381.06069609434	1.76272173425915	381.06069609434	1.90702294448282	0	0	b3gat3	other	10.745734	8.940834	4.52319	4.015049	1.523188	1.697238	1.361493	2.192746	9.843284	4.2691195	1.610213	1.7771195	-0.0195001973901071	-0.0299459109654172	-0.0482068387641514	-0.0599851544343427	-0.0680058879214071	-0.0716839686904437	-0.0659059221367887	-0.0553572012632909
ENSDARG00000001950	1749.94866463596	-2.6578820382545	1749.94866463596	-2.57381652691206	0	0	0	0	ak1	other	3.243472	3.061681	14.192281	9.577791	118.087654	39.925674	29.174103	15.354652	3.1525765	11.885036	79.006664	22.2643775	-0.102215183369793	-0.0979817815393231	0.0286182712171578	-0.00914917110688906	0.682785862531046	0.233842319071428	0.0776719752775683	0.00519952398772893
ENSDARG00000001953	0	0	0	0	3066.56785674681	-1.87378238504912	0	0	pfkfb3	other	12.321305	30.407354	5.037645	5.258316	5.663911	21.55422	46.285999	25.196114	21.3643295	5.1479805	13.6090655	35.7410565	-0.00212899212228264	0.218473100479286	-0.0441192712818064	-0.0486233655029896	-0.0413354901922335	0.0870154349842007	0.166009245618365	0.0504791902003848
ENSDARG00000001975	0	0	3983.91333292764	-9.56899960248388	3983.91333292764	-6.65400734314362	3983.91333292764	2.91499225934026	hsd11b2	other	0.389659	1.051147	0.1271	0.038779	107.348572	111.549263	10.664027	20.623169	0.720403	0.0829395	109.4489175	15.643598	-0.133679440720928	-0.121248471657515	-0.0831356751705658	-0.096322916535381	0.61361543307073	0.806266711828486	-0.0178831629514563	0.0294394886592079
ENSDARG00000002021	0	0	937.920907183941	-1.89081229449335	937.920907183941	-2.05693293084436	0	0	pygb	other	3.797336	4.501322	1.338295	1.618928	4.413744	13.301965	11.277398	6.347227	4.149329	1.4786115	8.8578545	8.8123125	-0.0961086447025678	-0.081321689728668	-0.0735122070406442	-0.081882479028322	-0.049387816106787	0.0210624141539908	-0.0147167388540796	-0.0362428142985472
ENSDARG00000002026	0	0	0	0	3776.11654982159	-1.97837013134203	3776.11654982159	-1.88231450559572	qkib	other	0.933691	1.118638	4.468791	4.256186	0.100475	4.600259	5.884418	17.869558	1.0261645	4.3624885	2.350367	11.876988	-0.127681303192207	-0.120467439263749	-0.0486390623473066	-0.057781486439021	-0.0771695826588879	-0.0484826734707084	-0.0425570864229585	0.0167703763911834
ENSDARG00000002031	0	0	1164.01290954772	2.2335521238557	1164.01290954772	2.1782037609821	0	0	tox4a	TF	16.905054	9.541036	11.724489	12.564767	2.998724	3.316239	3.407665	4.0566	13.223045	12.144628	3.1574815	3.7321325	0.0484083970370666	-0.0230001373837126	0.00901059643045911	0.0181477738413944	-0.0585019602296214	-0.0587447167311755	-0.0553429050913504	-0.0467817795435176
ENSDARG00000002084	0	0	0	0	1259.43063523486	-1.75514987755695	0	0	lamb2	other	2.088792	2.087967	2.10239	1.686711	1.004087	6.214176	9.112288	10.421041	2.0883795	1.8945505	3.6091315	9.7666645	-0.114945922447023	-0.109249982873767	-0.0674411417863024	-0.081263033535814	-0.0713494175735021	-0.0355840534548182	-0.0258937532180964	-0.0174995688201371
ENSDARG00000002168	0	0	1381.21858249418	1.76532373276597	1381.21858249418	1.49384423464079	0	0	tra2b	other	11.181166	6.769314	4.34406	5.024394	1.455741	3.34619	2.838231	2.520692	8.97524	4.684227	2.4009655	2.6794615	-0.0146994117370459	-0.0550755943855711	-0.0496301040898115	-0.0507610980981602	-0.0684403140628417	-0.0585053447138438	-0.0582825118537595	-0.0538483517228694
ENSDARG00000002172	633.940270405774	2.29126337784677	633.940270405774	2.18835260787305	633.940270405774	4.98541711536927	633.940270405774	2.79706450749622	aplnra	other	48.461777	50.676319	3.835551	4.676868	0.915842	1.783553	0.336067	0	49.569048	4.2562095	1.3496975	0.1680335	0.396331983351411	0.453033534508989	-0.0536704280304472	-0.0539370185240682	-0.0719178036373878	-0.0709941287626955	-0.0711995105139318	-0.065445824982931
ENSDARG00000002190	0	0	0	0	2631.62050104151	-1.97967200834274	0	0	chmp2bb	other	13.651324	7.196333	11.092566	9.794637	28.822638	24.656099	53.311245	74.955231	10.4238285	10.4436015	26.7393685	64.133238	0.0125349189671615	-0.0501339625864669	0.00398969488193517	-0.00716749019473728	0.107829875371063	0.111806027410124	0.202275890478327	0.279416334782815
ENSDARG00000002193	0	0	2414.82484426513	-12.2709776018114	2414.82484426513	-8.6079811317908	2414.82484426513	3.66299647002059	rho	other	0	0.042226	0.01128	0	46.137333	371.349304	18.688816	5.384282	0.021113	0.00564	208.7433185	12.036549	-0.137975563506544	-0.132924102241597	-0.084055915163967	-0.0966773044608781	0.219353829571654	2.88262008624098	0.0235434536736594	-0.0406732361384269
ENSDARG00000002196	0	0	2112.45786353507	-2.87805400479638	2112.45786353507	-2.49623526830728	0	0	bach1b	TF	3.277215	18.480474	2.012198	2.664882	7.36115	30.621712	16.295385	15.604226	10.8788445	2.33854	18.991431	15.9498055	-0.101843155337192	0.0804505547094266	-0.0681577562353168	-0.0723238656492936	-0.0304035734300002	0.159483928596403	0.0111877707447167	0.00634779112683462
ENSDARG00000002197	0	0	0	0	423.241508045592	-3.81136460206947	423.241508045592	-3.37904646700056	pygl	other	0.892105	0.71235	0.35655	0.299963	0.244734	1.368222	8.65478	5.298134	0.8022275	0.3282565	0.806478	6.976457	-0.128139802962936	-0.125169163778102	-0.0813125956809621	-0.093936045911254	-0.0762404104090144	-0.0743135043872287	-0.0282555609265512	-0.0410695952042738
ENSDARG00000002215	0	0	3921.92685783704	2.60128169367897	3921.92685783704	1.52158000770922	0	0	rtca	other	54.135952	39.075115	25.078087	33.300545	5.281101	11.082394	19.736654	12.385505	46.6055335	29.189316	8.1817475	16.0610795	0.458891689420231	0.318779839487702	0.115110708115848	0.207644907573245	-0.0438011694841603	0.00332333406047342	0.0289527402120629	-0.00846124969572466
ENSDARG00000002217	0	0	1257.79233745289	-1.93279694470607	1257.79233745289	-2.42096358925598	0	0	scocb	other	11.528616	7.881736	2.294951	1.82941	11.914856	10.487941	14.934292	21.913343	9.705176	2.0621805	11.2013985	18.4238175	-0.0108686575087022	-0.0422022095262954	-0.0659111613565898	-0.0799589565204061	-0.00107315210944237	-0.00142760626936138	0.00416135822444625	0.0353754611881114
ENSDARG00000002220	0	0	834.748390262702	1.70195869738671	0	0	0	0	zgc:103692	other	13.397275	12.642872	11.310313	9.917147	2.809516	6.054752	13.577127	6.288044	13.0200735	10.61373	4.432134	9.9325855	0.00973394247858339	0.0128955286480239	0.00571978897486492	-0.00604791349722976	-0.0597206489981146	-0.0368581893598327	-0.00284477665985104	-0.0365151098665699
ENSDARG00000002285	0	0	1873.05811446594	-3.76469640916859	1873.05811446594	-1.92842451357979	0	0	mcoln1a	other	2.97614	2.163832	0.691393	0.869437	22.923208	17.284283	5.794089	6.015326	2.569986	0.780415	20.1037455	5.9047075	-0.105162609443678	-0.108372043258811	-0.0786521232227474	-0.088731819152325	0.0698316454785015	0.052889581638093	-0.0430233946153771	-0.0377698604321041
ENSDARG00000002311	0	0	8403.21342094331	-10.029190514984	0	0	8403.21342094331	8.16937918510973	fabp11b	other	0	0	0.027365	0	1217.630249	31.945545	0.470902	0.539087	0	0.0136825	624.787897	0.5049945	-0.137975563506544	-0.133412758119553	-0.0839281128820307	-0.0966773044608781	7.76493995224379	0.170064162171919	-0.0705034476202349	-0.0629655350199578
ENSDARG00000002365	0	0	1803.98542427396	-2.1407423694468	0	0	0	0	cers5	TF	9.602775	6.466872	4.341162	5.280054	28.462461	22.741766	17.628847	23.176086	8.0348235	4.810608	25.6021135	20.4024665	-0.0321017084624151	-0.0585755721490539	-0.0496531299532278	-0.0484247094075654	0.10550997523698	0.096506446359253	0.0180715428984967	0.0411852261958275
ENSDARG00000002369	20025.3541650008	-2.40495332936392	0	0	0	0	0	0	si:ch211-202a12.4	other	195.797272	332.301483	647.950623	889.160767	742.473572	955.844788	775.594116	641.603455	264.0493775	768.555695	849.15918	708.5987855	2.02075584421298	3.71211068529227	5.06410240573633	8.02905671783207	4.70445569399651	7.5539787429252	3.93093911038416	2.88651296765243
ENSDARG00000002391	0	0	158.664966693649	-3.91385442011435	158.664966693649	-6.36108237794824	158.664966693649	-2.44722795783388	tlcd1	other	0	0.068652	0.11386	0.033678	0.937202	1.341957	7.708071	11.115983	0.034326	0.073769	1.1395795	9.412027	-0.137975563506544	-0.132618290177208	-0.0832408726970088	-0.0963695328175946	-0.0717802238728164	-0.0745234174463992	-0.0331427860982718	-0.0143022042621929
ENSDARG00000002403	0	0	1189.65589985243	2.48410329990835	1189.65589985243	3.40416320237148	0	0	nusap1	other	45.228336	42.969456	10.54772	9.799201	3.737437	4.75667	2.410265	1.380425	44.098896	10.1734605	4.2470535	1.895345	0.360682198395734	0.363846685042947	-0.000339342239845598	-0.00712578137058068	-0.0537439096385263	-0.0472326178263937	-0.0604918139812776	-0.0590946158605866
ENSDARG00000002405	0	0	1317.28375538334	-3.56862472298329	1317.28375538334	-2.23872689462038	0	0	si:ch211-225b11.1	other	5.918175	6.857486	0.666205	0.648993	3.413934	24.144781	5.806483	4.042575	6.3878305	0.657599	13.7793575	4.924529	-0.0727256745863321	-0.0540552333267175	-0.0788522527768295	-0.0907463809473241	-0.0558275925307606	0.107719512063124	-0.0429594126855778	-0.0468463072852935
ENSDARG00000002445	0	0	5601.46371034033	4.55148536569944	5601.46371034033	5.17443538853003	0	0	prdm1a	TF	51.353146	137.370529	35.24205	75.252525	1.993362	4.164307	3.364075	0.733671	94.3618375	55.2472875	3.0788345	2.048873	0.428210308354869	1.45629302632133	0.195867790174643	0.59102960451473	-0.0649774970867832	-0.0519668546232505	-0.0555679310974782	-0.0620702718395154
ENSDARG00000002487	0	0	1331.10260986407	2.14123407522176	1331.10260986407	2.05862386112049	0	0	noc3l	other	20.611662	13.490368	6.018956	10.263243	2.403983	3.244189	2.414197	2.233783	17.051015	8.1410995	2.824086	2.32399	0.0892750088339074	0.0227030856495006	-0.0363223309591982	-0.00288506134882914	-0.0623326871379044	-0.0593205490522582	-0.0604715156959807	-0.0551683937809912
ENSDARG00000002506	0	0	0	0	1489.43652239424	-2.7385669364525	0	0	zgc:92818	other	30.629045	34.398743	5.532898	5.972466	15.612866	6.732057	40.400173	70.584801	32.513894	5.752682	11.1724615	55.492487	0.199720057860207	0.264663023655994	-0.0401842719945339	-0.0420969946065322	0.0227457310919844	-0.0314450858174185	0.135624663889906	0.25930838622743
ENSDARG00000002552	2079.66568761859	1.56424646543892	2079.66568761859	-1.44057726415653	2079.66568761859	-1.99244318057788	0	0	mapkapk2a	other	25.181166	21.034462	3.062364	3.134871	10.313073	17.276665	20.484938	21.832825	23.107814	3.0986175	13.794869	21.1588815	0.139655342031297	0.11000630823639	-0.0598137331571772	-0.0680287980426912	-0.0113902367552467	0.0528286976599944	0.0328156298649507	0.0350050052371449
ENSDARG00000002564	9812.2920118929	-5.99414572765267	9812.2920118929	-2.76283096739163	0	0	0	0	syngr1a	other	0.148953	0.104962	20.214979	30.000925	89.051941	54.93903	40.448406	78.395149	0.1269575	25.107952	71.9954855	59.4217775	-0.136333306103826	-0.1321980965778	0.0764712117091038	0.177490816783679	0.495766828883991	0.353830877471448	0.135873658598637	0.295243082763847
ENSDARG00000002587	998.651749745008	-2.64669310748745	0	0	0	0	0	0	dpysl3	other	5.216733	2.055227	5.182174	3.405643	10.315727	13.059874	15.083611	40.852402	3.63598	4.2939085	11.6878005	27.9680065	-0.0804593108143874	-0.109628863029223	-0.0429709258664527	-0.0655543059886751	-0.0113731423406787	0.0191275935787897	0.00493219231962877	0.122512338808712
ENSDARG00000002593	54502.7209505824	-8.52410061068048	54502.7209505824	-3.42741889214102	0	0	0	0	slc45a2	other	0.519345	0.230401	109.94133	116.75071	1903.671143	1167.231812	368.174896	1066.251709	0.374873	113.34602	1535.4514775	717.2133025	-0.132249608535414	-0.130746467139186	0.789385878020193	0.970267225238392	12.1837294973203	9.24340942546083	1.82770626119103	4.84028073090824
ENSDARG00000002601	0	0	335.613996730395	4.67466184961365	335.613996730395	3.91981746403147	0	0	irx7	TF	41.940456	29.673725	4.096302	2.94815	0.042892	0.386651	0.54591	0.068321	35.8070905	3.522226	0.2147715	0.3071155	0.32443220498003	0.209983257181576	-0.0515986485578229	-0.0697351769549049	-0.0775404747742115	-0.082158338630636	-0.0701162315003074	-0.0651314863129941
ENSDARG00000002607	885.874776406084	-2.30259821070068	0	0	0	0	0	0	unm_sa1614	other	0.27249	0.329475	1.226994	1.075351	1.228525	7.9456	3.571796	8.598325	0.3009825	1.1511725	4.5870625	6.0850605	-0.134971268731234	-0.12959994384897	-0.074396541624529	-0.0868500420231881	-0.0699038123674691	-0.0217463032716349	-0.0544956065501305	-0.0258857183658517
ENSDARG00000002609	0	0	0	0	553.286272173497	4.17788104420941	553.286272173497	2.99202882503126	rnf145a	other	8.742805	6.548664	1.648221	1.856034	0.647904	1.730466	0.216104	0.041857	7.6457345	1.7521275	1.189185	0.1289805	-0.0415831697194267	-0.0576290429592232	-0.0710497109243012	-0.0797156489537223	-0.0736435923527303	-0.071418406492457	-0.0718187992217345	-0.0652532447556575
