gene	s15v24hpf_mean_expression	s15v24hpf_log2_change	s24vMel_mean_expression	s24vMel_log2_change	s24vIri_mean_expression	s24vIri_log2_change	MelvIri_mean_expression	MelvIri_log2_change	genename	type	s15_Rep1	s15_Rep2	s24_Rep1	s24_Rep2	Mel_Rep1	Mel_Rep2	Iri_Rep1	Iri_Rep2	s15	s24	Mel	Iri	s15_Rep1_zscore	s15_Rep2_zscore	s24_Rep1_zscore	s24_Rep2_zscore	Mel_Rep1_zscore	Mel_Rep2_zscore	Iri_Rep1_zscore	Iri_Rep2_zscore
ENSDARG00000022165	0	0	605.523923877235	-4.16701295551062	605.523923877235	-5.74934007790439	0	0	mgst1.2	other	1.592008	1.371372	0.242131	0.196392	3.199442	9.730339	24.167667	9.398847	1.48169	0.2192615	6.4648905	16.783257	-0.120423134732456	-0.117542702024622	-0.0822217041234156	-0.0948825456103606	-0.0572091355486649	-0.00748245315509244	0.0518270957635801	-0.0222025898880008
ENSDARG00000022213	0	0	0	0	1945.46226833871	1.90679077496798	0	0	uck2b	other	40.823757	31.3449	19.592146	24.668877	6.932451	19.184366	11.445505	5.096287	36.0843285	22.1305115	13.0584085	8.270896	0.312120219324433	0.229322751494166	0.0715225341421031	0.12876306647112	-0.0331648237807479	0.0680752749641146	-0.013848914885001	-0.0419982747831845
ENSDARG00000022232	0	0	1573.85074011348	3.20728771292331	1573.85074011348	3.06436193232505	0	0	ppan	other	40.394356	29.082577	17.219179	24.975355	1.958283	3.312505	3.703628	2.167196	34.7384665	21.097267	2.635394	2.935412	0.307385927494228	0.203142260048481	0.0526682849932413	0.131563863361976	-0.0652034409332906	-0.0587745593111467	-0.0538150461362776	-0.0554747544755813
ENSDARG00000022261	0	0	0	0	0	0	778.61898033568	-4.15491459791905	pdzk1	other	1.306923	0.297611	3.462109	3.394142	0.157596	2.268191	43.098076	5.616815	0.802267	3.4281255	1.2128935	24.3574455	-0.123566293659459	-0.129968686587927	-0.0566375862381464	-0.0656594096667262	-0.0768016662856632	-0.067120843205098	0.149552132047978	-0.0396033730811466
ENSDARG00000022295	0	0	361.076587916881	4.79771465549094	0	0	361.076587916881	-3.77091667504118	hnf1bb	TF	5.035655	8.194004	2.094524	1.798721	0	0.244844	2.831897	0.453685	6.6148295	1.9466225	0.122422	1.642791	-0.0824557572503063	-0.0385885214266027	-0.0675036405584324	-0.0802394127221024	-0.077816742155391	-0.083291677339252	-0.0583152100579993	-0.0633584618080603
ENSDARG00000022303	0	0	2624.1758073483	-2.07222429793896	2624.1758073483	-1.80875778743384	0	0	higd1a	other	23.990692	14.132258	6.893088	8.669036	47.442116	58.880711	71.076408	27.699181	19.061475	7.781062	53.1614135	49.3877945	0.126529961950039	0.0301312891615855	-0.0293769741476653	-0.0174539700763074	0.227757937153896	0.385333269132763	0.293985541272097	0.0619955724480543
ENSDARG00000022315	8787.06281251691	-3.4694994141288	0	0	0	0	0	0	atp6v1g1	other	45.043396	32.611267	198.146774	170.14119	251.043152	88.006508	206.715057	219.747559	38.8273315	184.143982	169.52483	213.231308	0.358643172098455	0.243977648434433	1.49021628040757	1.45818443425595	1.53915225360341	0.618110164204166	0.994197137075008	0.945592588066461
ENSDARG00000022372	0	0	0	0	229.447546158298	-5.46131859397581	229.447546158298	-3.71017967713902	kng1	other	0.340473	0.378661	0.157069	0.122282	0.190022	1.004396	12.171093	6.47413	0.359567	0.1396755	0.597209	9.3226115	-0.134221733072275	-0.129030744113898	-0.0828975585036495	-0.0955598113768473	-0.0765928104127235	-0.0772212458174888	-0.0101031894953634	-0.0356589452065988
ENSDARG00000022399	0	0	728.793480765606	1.89437631854071	728.793480765606	1.95625764361784	0	0	ntmt1	other	26.516071	19.447727	7.707553	8.377005	1.84625	5.432388	3.751223	2.786777	22.981899	8.042279	3.639319	3.269	0.154373122929807	0.0916439868109933	-0.0229056974577544	-0.0201227408097154	-0.0659250455102672	-0.0418321977800733	-0.0535693449946934	-0.0526241189834457
ENSDARG00000022424	0	0	1872.61537244002	-3.4120981229888	1872.61537244002	-3.39051814834691	0	0	slc26a5	other	4.910898	5.487437	1.116337	1.095035	14.304551	23.463848	13.199121	21.600964	5.1991675	1.105686	18.8841995	17.4000425	-0.0838312455371546	-0.0699099791453599	-0.0752757593498769	-0.0866701567263655	0.0143188738969863	0.102277413105569	-0.0047961687330873	0.0339382339903796
ENSDARG00000022456	2099.17905860062	-2.72118646010496	0	0	0	0	0	0	eno1a	Cofactor	7.227109	2.194947	14.856212	13.966634	14.056191	18.170843	13.676925	5.896325	4.711028	14.411423	16.113517	9.786625	-0.0582942327814026	-0.108011968242408	0.0338934901694875	0.0309589535508448	0.0127191870838338	0.0599750764691702	-0.00232958635566319	-0.0383173731450498
ENSDARG00000022509	0	0	3022.48763349331	-6.07507815176837	3022.48763349331	-6.49427135593586	0	0	cox4i2	other	3.518305	4.032352	0.540775	0.617807	101.741005	31.599192	83.090721	167.188614	3.7753285	0.579291	66.6700985	125.1396675	-0.0991850562239059	-0.0867487949975808	-0.0798488483766595	-0.0910313790608534	0.577497092823631	0.167296067072627	0.35600740111977	0.703773691027654
ENSDARG00000022525	0	0	159.070881566263	2.43879254091151	159.070881566263	2.54826835645275	0	0	mchr1b	other	4.622247	4.441935	7.420086	6.568134	0.760122	2.32751	1.125345	2.011027	4.532091	6.99411	1.543816	1.568186	-0.0870137208250108	-0.0820089394474238	-0.0251897471053373	-0.0366533899028271	-0.0729207961907141	-0.0666467585770022	-0.0671249962660634	-0.0561932737558228
ENSDARG00000022564	0	0	548.515952195535	2.5709855754989	548.515952195535	2.81031826217097	0	0	zgc:56106	other	24.180231	10.061504	12.617774	12.932237	2.892337	2.131102	4.585948	2.248694	17.1208675	12.7750055	2.5117195	3.417321	0.128619693783932	-0.0169770770065019	0.0161081321108715	0.021505955614581	-0.0591871989193897	-0.0682164750866374	-0.0492602182921222	-0.0550997896342804
ENSDARG00000022569	0	0	252.985057651844	3.69825949019169	252.985057651844	6.55805757842639	252.985057651844	2.8597980882347	nkx6.1	TF	7.896115	6.178725	6.86283	2.963379	0.225214	0.845464	0.009975	0.093608	7.03742	4.9131045	0.535339	0.0517915	-0.0509182144671494	-0.0619101225508311	-0.0296173870445771	-0.0695960043687785	-0.076366138733192	-0.0784914495989506	-0.0728829053382091	-0.0650151431396404
ENSDARG00000022614	869.03166066284	1.65864992421732	0	0	0	0	0	0	ddx43	other	18.844173	19.970602	2.744144	2.857888	0.989668	2.260792	2.674443	3.019929	19.4073875	2.801016	1.62523	2.847186	0.0697878424493892	0.09769490193879	-0.0623421286907648	-0.0705600502866364	-0.0714422903555879	-0.0671799769086885	-0.0591280397154633	-0.0515514079638012
ENSDARG00000022631	0	0	289.321872125017	-7.04018861941966	289.321872125017	-9.53212550373667	0	0	cyp2p9	other	0.230179	0.358919	1.363686	1.360123	0.401983	4.970364	23.276468	9.982821	0.294549	1.3619045	2.6861735	16.6296445	-0.135437761873141	-0.129259206301712	-0.0733104645637624	-0.0842476087907776	-0.0752275695663609	-0.0455247495124249	0.0472264315829161	-0.0195157789449855
ENSDARG00000022772	0	0	0	0	2292.27240764999	-2.95259457592872	2292.27240764999	-2.9011252266926	si:ch211-106a19.1	other	0.320863	0.770818	1.166639	1.091907	0.676641	1.475141	6.979571	18.774908	0.5458405	1.129273	1.075891	12.8772395	-0.134437939980946	-0.124492549088756	-0.0748760882037185	-0.086698742441081	-0.0734584973295802	-0.0734589947975292	-0.036903544195637	0.0209358089057455
ENSDARG00000022810	613.263004568053	-3.10536413087719	0	0	0	0	0	0	fzr1b	other	0.618843	0.328425	2.398546	2.071509	5.802129	5.443987	3.740209	9.143213	0.473634	2.2350275	5.623058	6.441711	-0.131152609300382	-0.129612094861897	-0.0650880542756332	-0.0777464971383975	-0.0404452280246529	-0.0417394971681061	-0.0536262029077811	-0.0233787385326439
ENSDARG00000022891	0	0	0	0	1191.3433610169	-1.48791185973091	0	0	zgc:175214	other	10.667654	7.581339	2.212999	2.058267	4.11621	13.882187	12.481797	9.505252	9.1244965	2.135633	8.9991985	10.9935245	-0.0203610559025523	-0.0456785217455538	-0.0665623054417151	-0.0778675112158475	-0.0513042326644635	0.0256996186092756	-0.00849923261975081	-0.0217130302185779
ENSDARG00000022978	0	0	1135.17767603756	2.39395857454801	1135.17767603756	2.35602875071717	0	0	tmpob	other	19.015938	13.569291	16.028	14.249534	2.466863	9.356841	5.325908	4.67449	16.2926145	15.138767	5.911852	5.000199	0.0716816098980334	0.0236164136430576	0.0432038526404559	0.0335442792199728	-0.0619276770444472	-0.0104674943800718	-0.0454402998820655	-0.0439389241876632
ENSDARG00000022983	0	0	818.48458261844	-1.65615016570213	818.48458261844	-1.9227866315607	0	0	ccdc28a	other	5.225322	5.700411	2.149046	2.241043	10.555458	12.330814	16.89805	13.142094	5.4628665	2.1950445	11.443136	15.020072	-0.0803646141729505	-0.0674453602624006	-0.0670704396870784	-0.0761971842999742	-0.00982903491837287	0.0133008578118421	0.0142989269269385	-0.00498025293120257
ENSDARG00000022996	2073.70414584609	2.07039847707167	0	0	0	0	0	0	setx	other	11.957484	24.0569	2.147956	1.899654	2.685462	8.973474	3.002138	3.961983	18.007192	2.023805	5.829468	3.4820605	-0.00614024218447926	0.144983149387769	-0.0670791002085152	-0.0793170207964675	-0.0605196808386639	-0.0135314098476155	-0.0574363696746725	-0.0472171037034893
ENSDARG00000023002	0	0	643.947215501598	3.49429016356679	643.947215501598	4.14186827673108	0	0	dtl	other	13.342569	9.927316	6.184154	9.229755	0.499923	0.953713	0.934294	0.171415	11.6349425	7.7069545	0.726818	0.5528545	0.00913079025289402	-0.0185299533137814	-0.0350097613992786	-0.0123297522471529	-0.0745967380054003	-0.0776263104882652	-0.0681112647564679	-0.0646571602516297
ENSDARG00000023003	0	0	698.205161387812	3.1656112843373	698.205161387812	4.0067831704243	0	0	ccdc12	other	17.840757	9.579977	20.92997	17.3978	2.857493	1.259914	2.192435	1.347502	13.710367	19.163885	2.0587035	1.7699685	0.0587248403345881	-0.0225494968176279	0.0821521244454351	0.0623151979299165	-0.0594116291308468	-0.0751791150330556	-0.0616163245322029	-0.0592460915712808
ENSDARG00000023028	0	0	5016.65347393802	1.90562674687786	0	0	0	0	cdv3	other	82.031586	65.615982	63.092892	62.347523	27.453972	21.214668	27.919823	37.275822	73.823784	62.7202075	24.33432	32.5978225	0.766450526368933	0.625921189973266	0.417154775654671	0.473095235724526	0.0990142973721494	0.0843016943001163	0.0711969668131027	0.106056821469636
ENSDARG00000023062	0	0	0	0	6091.26679842274	2.95435690576118	6091.26679842274	2.06795826120774	cyr61	other	126.83419	65.496582	79.864029	49.354141	31.395241	84.859154	12.29683	12.336366	96.165386	64.609085	58.1271975	12.316598	1.26041444841183	0.624539446217571	0.550408712817596	0.354353192552429	0.124400011844637	0.592956130073853	-0.00945409348865313	-0.008687333738728
ENSDARG00000023111	0	0	615.31977622564	-4.49325235800818	615.31977622564	-7.49528942476928	615.31977622564	-3.0020370667611	plg	other	0.157001	0.681588	0.023763	0.030303	0.194815	1.978727	14.148066	8.502218	0.4192945	0.027033	1.086771	11.325142	-0.136244574171088	-0.125525153739682	-0.0839567323299346	-0.0964003757802433	-0.0765619386986978	-0.0694342745304262	0.000102599410638403	-0.0263278978794951
ENSDARG00000023160	0	0	1113.51941105348	2.9692384050505	1113.51941105348	3.19703480632664	0	0	snrnp40	other	29.984365	17.333822	17.8237	17.932074	1.733392	1.473314	2.662567	2.330813	23.6590935	17.877887	1.603353	2.49669	0.192612241955966	0.0671810468287319	0.0574714658001042	0.0671977440117394	-0.0666519639124204	-0.0734735964026731	-0.0591893475578302	-0.0547219676287981
ENSDARG00000023190	0	0	0	0	4767.31892507897	1.59076218532204	0	0	kpna4	other	38.857651	30.09469	22.301779	25.645111	16.255634	16.122074	15.144181	15.60256	34.4761705	23.973445	16.188854	15.3733705	0.290443233073543	0.214854829711861	0.0930517402726467	0.137684532781744	0.0268857999175458	0.0436010666338842	0.0052448747052944	0.0063401260132661
ENSDARG00000023290	0	0	95.2010147430362	-2.66974060257475	0	0	0	0	fabp3	other	30.492619	17.040922	16.000143	13.913324	60.800762	17.263155	23.678823	16.811823	23.7667705	14.9567335	39.0319585	20.245323	0.198215914886092	0.063791492841772	0.0429825167270025	0.0304717718208299	0.313800978898837	0.0527207241047157	0.0493035212524636	0.0119038344341608
ENSDARG00000023309	0	0	0	0	388.427814329167	2.72419070457173	0	0	spryd4	other	18.198509	6.711758	13.518576	17.156866	4.545736	1.674423	3.042981	3.266039	12.4551335	15.337721	3.1100795	3.15451	0.0626691776110261	-0.055741655052261	0.0232653936074675	0.0601133850816814	-0.0485376556065388	-0.071866308932019	-0.0572255245916654	-0.0504190783717551
ENSDARG00000023318	4165.43248347739	-5.13444829007017	4165.43248347739	-2.37489647091674	4165.43248347739	-3.70183089403943	0	0	fmn2a	other	0.037598	0.06698	1.334949	1.435897	3.781716	12.945992	17.528896	27.03447	0.052289	1.385423	8.363854	22.281683	-0.137561032789959	-0.132637639218745	-0.0735387924578253	-0.0835551363013732	-0.05345870859005	0.0182174348502742	0.0175555627576735	0.05893729795511
ENSDARG00000023330	0	0	9662.89414159848	3.0156531154704	9662.89414159848	3.33066490509642	0	0	anp32b	other	229.104935	116.809029	90.915001	133.027802	17.769157	26.910357	22.304569	15.929474	172.956982	111.9714015	22.339757	19.1170215	2.38798413856755	1.21834726222821	0.638213465022366	1.11901796318947	0.0366344018844613	0.129822330206229	0.0422091672945549	0.00784422741611094
ENSDARG00000023394	0	0	8551.72993830063	-2.25826890084432	0	0	0	0	slc37a2	other	23.70842	15.559854	12.921762	17.535576	118.598022	69.644943	28.171623	41.135815	19.634137	15.228669	94.1214825	34.653719	0.123417817303204	0.0466519914953785	0.0185234482489653	0.0635742853438075	0.686073142928272	0.471362314201924	0.072496841746413	0.123816296090702
ENSDARG00000023542	0	0	398.89164914225	4.23040712158413	398.89164914225	6.04369524502507	0	0	cdh7a	other	3.862881	3.59626	5.610879	5.281313	0.233559	0.353379	0.033968	0.133295	3.7295705	5.446096	0.293469	0.0836315	-0.095385988821443	-0.0917954231207672	-0.039564679221909	-0.0484132038401655	-0.076312388586406	-0.0824242524819485	-0.0727590455317162	-0.0648325468838217
ENSDARG00000023584	0	0	386.537405934399	3.18371444784708	386.537405934399	3.20945344421103	0	0	cdc7	other	9.870899	5.387506	3.630485	5.036054	0.479597	1.118785	1.02469	0.235317	7.6292025	4.3332695	0.799191	0.6300035	-0.029145550319602	-0.0710664199766023	-0.0552997660937075	-0.0506545413738688	-0.0747276577757504	-0.076307035083605	-0.0676446106878757	-0.0643631529963742
ENSDARG00000023587	0	0	0	0	401.462425495127	-2.97549346569523	401.462425495127	-3.57840587222372	kcnk5a	other	9.110717	6.392	0.716699	0.874073	0.105312	1.869566	8.185834	13.628381	7.7513585	0.795386	0.987439	10.9071075	-0.0375268149931111	-0.0594420203774993	-0.0784510561076291	-0.0886894523449652	-0.0771384275408527	-0.070306702455502	-0.0306764153764167	-0.00274289093726775
ENSDARG00000023645	0	0	530.264081727126	-2.72963235572424	530.264081727126	-2.81799763923065	0	0	kyat1	other	1.461208	1.552932	0.549676	0.477261	7.095598	6.27351	8.867859	5.41892	1.50707	0.5134685	6.684554	7.1433895	-0.121865249146234	-0.115441618303651	-0.0797781260818809	-0.0923157805507554	-0.0321139939188321	-0.0351098489449067	-0.0271555766099713	-0.0405138698696475
ENSDARG00000023694	0	0	1943.20151520148	2.02112458963405	0	0	1943.20151520148	-2.68275989539527	spon1b	other	8.561221	8.915013	9.11963	5.353008	1.25254	4.723295	11.557798	27.168079	8.738117	7.236319	2.9879175	19.3629385	-0.0435851949771603	-0.0302447217318812	-0.0116861349541977	-0.0477580079269518	-0.0697491317473296	-0.0474993548661735	-0.0132692212555879	0.0595520207394896
ENSDARG00000023712	0	0	700.554208961546	-2.86742884266333	700.554208961546	-3.0490465686328	0	0	mao	other	0.932694	0.966802	0.454324	0.317656	4.389388	8.171402	10.688408	3.56596	0.949748	0.38599	6.280395	7.127184	-0.127692295455743	-0.122224545167348	-0.0805357389626509	-0.0937743556777302	-0.0495446931079995	-0.0199416663560884	-0.0177573001605546	-0.0490391692921726
ENSDARG00000023713	8363.44277654102	-3.93131094691187	8363.44277654102	2.06933621687477	8363.44277654102	-2.91512186428393	8363.44277654102	-4.9844580811587	aqp1a.1	other	6.024511	4.212389	35.116783	48.438095	7.308196	25.866261	270.975006	755.091064	5.11845	41.777439	16.5872285	513.033035	-0.0715532840794242	-0.0846653360315504	0.194872489680313	0.345981763645034	-0.0307446501553331	0.121477788594665	1.32592826066872	3.40865907305754
ENSDARG00000023724	0	0	1408.45775849562	-1.58908787922165	1408.45775849562	-1.89965988867766	0	0	cdc42se1	other	17.257906	13.624076	3.809301	3.209588	10.195201	29.259954	22.328009	24.243143	15.440991	3.5094445	19.7275775	23.285576	0.0522987101496857	0.0242504072080135	-0.0538789956338558	-0.0673459851122555	-0.012149450332473	0.148600593830365	0.0423301723320323	0.0460946578219291
ENSDARG00000023768	0	0	0	0	724.318489104436	-4.70929325852418	724.318489104436	-2.76520965264142	mfsd4aa	other	0.147977	0.340948	0.436058	0.392396	0.681972	2.265563	12.808408	22.794058	0.2444625	0.414227	1.4737675	17.801233	-0.136344066835231	-0.129467173781055	-0.0806808702328932	-0.0930913325582158	-0.0734241603574393	-0.0671418464991967	-0.00681315854571027	0.0394275503216648
ENSDARG00000023820	0	0	0	0	890.236134328693	-2.54915696637128	0	0	faxdc2	other	1.503522	4.402515	1.776814	1.247023	9.263709	7.10867	24.146725	10.340306	2.9530185	1.5119185	8.1861895	17.2435155	-0.121398722928309	-0.0824651231898818	-0.0700279839214395	-0.0852811907390928	-0.0181491905038255	-0.028435149135393	0.0517189862288168	-0.0178710231682491
ENSDARG00000023858	0	0	476.021384410849	1.86623032266303	0	0	0	0	ccdc174	other	9.261572	4.427722	5.643177	5.062392	1.695176	2.625347	2.423877	2.875329	6.844647	5.3527845	2.1602615	2.649603	-0.0358635873945594	-0.0821734178728818	-0.0393080576426751	-0.0504138474626864	-0.0668981131765992	-0.0642664092221886	-0.0604215443323808	-0.0522166993335539
ENSDARG00000023920	0	0	0	0	2571.561946077	1.52888186352919	0	0	llgl2	other	15.585077	14.779144	11.345047	9.691138	6.764569	10.903018	7.351457	3.787238	15.1821105	10.5180925	8.8337935	5.5693475	0.0338552024074326	0.0376173083504163	0.00599576562769513	-0.00811333191064071	-0.034246151778677	0.00188973935642709	-0.0349837455878172	-0.0480210894601107
ENSDARG00000023952	0	0	0	0	379.496828683832	3.22901572667866	0	0	fam167ab	other	5.817697	8.69809	3.329907	2.300604	1.830892	1.758361	0.748552	0.133496	7.2578935	2.8152555	1.7946265	0.441024	-0.0738334786541275	-0.0327550399958391	-0.0576879883069395	-0.0756528768338062	-0.066023966391554	-0.0711954662759879	-0.0690701264318568	-0.0648316221012123
ENSDARG00000023958	0	0	627.246775797948	-2.271965009833	627.246775797948	-3.26368955411053	0	0	rnf181	other	4.948807	2.493232	0.772994	0.582548	4.264718	2.704816	5.954284	7.481245	3.7210195	0.677771	3.484767	6.7177645	-0.0834132859399686	-0.104560096917723	-0.0780037679844334	-0.0913535989186399	-0.0503476926046807	-0.0636312833550946	-0.042196415008778	-0.0310253012380747
ENSDARG00000023963	0	0	9926.65346937081	2.60144797039517	0	0	9926.65346937081	-1.71408955687274	tpm4a	other	84.476929	79.958893	24.419621	19.772297	4.783219	9.422114	20.002678	24.523335	82.217911	22.095959	7.1026665	22.2630065	0.793411263272086	0.791902996612598	0.10987891095219	0.0840149082352099	-0.0470080275527141	-0.00994582466329128	0.0303260441408116	0.0473837955776261
ENSDARG00000023989	0	0	0	0	2457.08081093256	-1.54290453946705	0	0	pef1	other	19.683329	17.029743	15.543673	13.338651	29.756758	28.771364	55.017536	73.079704	18.356536	14.441162	29.264061	64.04862	0.0790398222889055	0.0636621250574762	0.0393556651487964	0.0252200331914385	0.113846542490978	0.14469572341041	0.211084329318013	0.270787206658068
ENSDARG00000023999	0	0	1712.54692456816	1.51649441299506	1712.54692456816	1.63156410210268	0	0	heatr5a	other	7.01671	6.388596	6.432409	5.677851	2.047934	3.646102	2.405895	3.449975	6.702653	6.05513	2.847018	2.927935	-0.0606139531984102	-0.0594814128041692	-0.0330372680513093	-0.0447893796260096	-0.064625998823104	-0.0561084117078679	-0.0605143733675308	-0.0495728056650687
ENSDARG00000024047	0	0	0	0	200.044292986689	3.10906316846287	200.044292986689	3.86124405213525	tmem38a	other	3.188716	0.974481	2.040076	2.789773	7.545572	5.606719	0.694817	0.077614	2.0815985	2.4149245	6.5761455	0.3862155	-0.10281888686246	-0.122135680759475	-0.0679362534677806	-0.0711825298128034	-0.0292157112885313	-0.0404389233266843	-0.0693475242854765	-0.0650887300702616
ENSDARG00000024109	0	0	1446.09872864184	1.95272519478334	1446.09872864184	2.48769372413076	0	0	naa40	other	57.971802	39.001381	18.973001	18.72662	5.257086	6.662498	4.909437	4.197725	48.4865915	18.8498105	5.959792	4.553581	0.501183238151824	0.317926560642791	0.0666031593302022	0.0744588262637826	-0.0439558501042998	-0.0320010097649854	-0.0475902610153088	-0.046132476330818
ENSDARG00000024116	0	0	581.214511542302	-4.02407937977947	0	0	581.214511542302	2.7489628162619	vamp8	other	5.983263	3.432937	0.755185	0.863021	23.933441	18.678329	6.010056	0.865724	4.7081	0.809103	21.305885	3.43789	-0.0720080572853839	-0.0936854611057868	-0.0781452681920183	-0.0887904527666521	0.0763385564477057	0.0640309660083374	-0.0419085014870124	-0.0614627080687687
ENSDARG00000024124	865.373608988073	-1.82189704988071	865.373608988073	2.36566136614999	865.373608988073	2.24379367207801	0	0	sde2	other	17.260416	11.832348	26.315525	24.265875	4.718692	7.472865	7.498837	7.85542	14.546382	25.2907	6.0957785	7.6771285	0.0523263837519685	0.00351582617029549	0.124942688231151	0.125080169987168	-0.0474236459735238	-0.0255244586124683	-0.0342229212523475	-0.029303756298398
ENSDARG00000024141	0	0	168.261527126466	3.86498903924143	168.261527126466	4.48986687754014	0	0	cav3	other	9.209703	5.866121	2.304479	10.008698	0.575707	0.318432	0.19307	0.31521	7.537912	6.1565885	0.4470695	0.25414	-0.0364354607319316	-0.0655276989746603	-0.0658354572756268	-0.00521126043843039	-0.0741086132451815	-0.0827035531360065	-0.0719377083528459	-0.063995572613223
ENSDARG00000024160	0	0	0	0	258.791139298216	-4.15253488185212	258.791139298216	-3.73277299383623	hao1	other	0	0.207971	0.433071	0.19513	0.322758	1.227593	12.497857	10.269428	0.1039855	0.3141005	0.7751755	11.3836425	-0.137975563506544	-0.131006035920092	-0.080704603239803	-0.0948940785937273	-0.0757378578083162	-0.075437428377257	-0.00841632558468741	-0.0181971263612321
ENSDARG00000024195	0	0	0	0	1072.28341220472	-2.39928499675744	0	0	znf395b	other	2.681715	2.358791	2.118895	2.236508	4.128684	10.198526	13.404085	29.870005	2.520253	2.1777015	7.163605	21.637045	-0.108408745042124	-0.106115901040498	-0.0673100024227117	-0.0762386281031184	-0.0512238876277939	-0.00374064598075847	-0.00373807673216987	0.0719833350514584
ENSDARG00000024204	0	0	1080.09387552718	3.28917521063519	1080.09387552718	2.65028936973423	0	0	mcm3	other	94.740555	61.70388	48.666187	57.555817	4.568298	10.235783	8.884053	8.641211	78.2222175	53.111002	7.4020405	8.762632	0.906571224986398	0.580648807141263	0.302528364723912	0.429305484855968	-0.0483923337597102	-0.00344288352709324	-0.0270719778225606	-0.0256884038037271
ENSDARG00000024229	939.689009346989	-3.07581823185021	0	0	0	0	0	0	ubl7a	other	0.794822	0.551591	2.444067	2.915559	17.843904	8.177567	11.212765	22.626789	0.6732065	2.679813	13.0107355	16.919777	-0.129212381070854	-0.127029530146793	-0.0647263702423089	-0.0700330148795516	0.0371158473274582	-0.0198923949298639	-0.0150503957903967	0.0386579609570232
ENSDARG00000024276	8542.19256478133	-2.83001299737508	0	0	0	0	0	0	pcbp4	other	6.810558	6.133459	18.702936	20.974564	27.292034	32.078896	52.02536	122.270409	6.4720085	19.83875	29.685465	87.1478845	-0.0628868489983281	-0.0624339585043091	0.0644573760991723	0.0950020122869793	0.0979712546794924	0.171129919505003	0.195637726544174	0.49710913963563
ENSDARG00000024306	1601.74206225827	2.47419633033634	0	0	0	0	0	0	zbed4	TF	19.848997	36.375362	2.326195	2.038066	3.30986	12.224935	13.3064	8.336444	28.1121795	2.1821305	7.7673975	10.821422	0.0808663682422836	0.287537236056645	-0.0656629142632223	-0.0780521211976151	-0.0564979331870339	0.0124546600280264	-0.00424235903105952	-0.0270906088859225
ENSDARG00000024311	0	0	466.643677974395	2.11557225420527	0	0	466.643677974395	-1.89876274919575	nsmce4a	other	7.316763	5.444389	3.719971	3.633384	1.308611	1.10425	4.338061	3.383182	6.380576	3.6766775	1.2064305	3.8606215	-0.0573057669889492	-0.0704081475305789	-0.0545887611200458	-0.0634730594237657	-0.0693879784243296	-0.0764232005629518	-0.0505398930244236	-0.0498801141468108
ENSDARG00000024317	0	0	1746.91819270893	1.96540535004392	0	0	0	0	trap1	other	12.962192	14.186014	8.7762	9.784814	2.38738	2.985026	8.519965	11.886216	13.574103	9.280507	2.686203	10.2030905	0.0049370046690268	0.0307533747338731	-0.0144148348413827	-0.00725725920869218	-0.0624396270644577	-0.0613918111178899	-0.0289515205736292	-0.0107584327020352
ENSDARG00000024324	0	0	1898.80120141645	-2.63242833200965	0	0	0	0	arhgap1	other	9.608768	4.84575	1.824265	2.537507	25.6814	17.020893	10.123109	10.345991	7.227259	2.180886	21.3511465	10.23455	-0.0320356336024627	-0.0773358334616123	-0.0696509652033694	-0.0734879019062932	0.0875971607407938	0.0507845368768164	-0.0206755606844839	-0.017844867003401
ENSDARG00000024365	0	0	1942.43747507246	2.83496872155292	1942.43747507246	2.79435993895077	0	0	crlf1a	other	9.141826	34.377041	18.256649	23.149204	3.284373	4.06444	4.1362	4.256471	21.7594335	20.7029265	3.6744065	4.1963355	-0.0371838277048982	0.264411879577383	0.0609114328602237	0.114875298300103	-0.0566620949594884	-0.0527650037753611	-0.0515819663124019	-0.0458621913598118
ENSDARG00000024416	0	0	907.136786991667	2.66571015826006	907.136786991667	2.3381552900112	0	0	twistnb	other	13.742921	12.777723	5.552018	9.252109	0.940209	2.7987	3.134717	1.332144	13.260322	7.4020635	1.8694545	2.2334305	0.01354480699437	0.0144560774520373	-0.0400323553249274	-0.0121254667398794	-0.0717608557851729	-0.0628809510631788	-0.0567519529995997	-0.0593167523240931
ENSDARG00000024431	0	0	1455.20745205806	4.74049385483895	1455.20745205806	1.79632594711438	1455.20745205806	-2.94416790772457	CABZ01069595.1	TF	37.731762	47.484451	36.635532	67.515877	0.985952	2.49189	14.804152	21.622486	42.6081065	52.0757045	1.738921	18.213319	0.278029924547437	0.416095982766928	0.206939607360662	0.520327042947363	-0.0714662251123832	-0.0653330137201031	0.00348953247456142	0.0340372547432138
ENSDARG00000024478	0	0	0	0	1262.08229563959	-2.06621033487374	0	0	mpc2	other	35.9104	25.039497	3.221782	4.59061	20.665087	15.715281	39.088051	21.721411	30.4749485	3.906196	18.190184	30.404731	0.257948790045079	0.156354148291576	-0.0585470881971701	-0.0547253006787789	0.0552870876342315	0.0403499277388084	0.128851055878608	0.0344923996170229
ENSDARG00000024488	0	0	5356.18646989818	2.65303021797947	5356.18646989818	3.10686099547224	0	0	top2a	other	46.426193	33.148876	19.242788	18.804174	2.205294	6.280897	3.447735	2.364705	39.7875345	19.023481	4.2430955	2.90622	0.373888978558926	0.250199071204579	0.0687467337309941	0.0751675655601543	-0.0636124430294267	-0.0350508111467688	-0.0551360504901679	-0.0545660336377631
